Timestamp,Actual_Load_kWh,Predicted_Load_kWh
2023-12-01 00:15:00,0.15214431753089347,0.15468597790829994
2023-12-01 00:30:00,0.169070217284227,0.15468553763578208
2023-12-01 00:45:00,0.1500766579588944,0.15468509736451733
2023-12-01 01:00:00,0.1552101432332068,0.15468465709450568
2023-12-01 01:15:00,0.14466939939934742,0.15468421682574715
2023-12-01 01:30:00,0.1656904375622796,0.15468377655824173
2023-12-01 01:45:00,0.14965181916440048,0.1546833362919894
2023-12-01 02:00:00,0.15142535758483192,0.1546828960269902
2023-12-01 02:15:00,0.15444053195814114,0.15468245576324408
2023-12-01 02:30:00,0.1443822686453876,0.15468201550075106
2023-12-01 02:45:00,0.16935584166640227,0.15468157523951112
2023-12-01 03:00:00,0.16091263494694735,0.15468113497952427
2023-12-01 03:15:00,0.16081439902222916,0.15468069472079052
2023-12-01 03:30:00,0.16707103284670252,0.15468025446330985
2023-12-01 03:45:00,0.16801354148649308,0.15467981420708224
2023-12-01 04:00:00,0.1665130255975514,0.1546793739521077
2023-12-01 04:15:00,0.14614251195387762,0.15467893369838626
2023-12-01 04:30:00,0.14669976531627232,0.15467849344591786
2023-12-01 04:45:00,0.16762969898097552,0.15467805319470251
2023-12-01 05:00:00,0.16794946051962553,0.15467761294474022
2023-12-01 05:15:00,0.16330192458619827,0.154677172696031
2023-12-01 05:30:00,0.14303944553687895,0.15467673244857483
2023-12-01 05:45:00,0.16979799990845582,0.1546762922023717
2023-12-01 06:00:00,0.16052775795915897,0.15467585195742162
2023-12-01 06:15:00,0.1504786351148793,0.15467541171372456
2023-12-01 06:30:00,0.15511771734280896,0.15467497147128056
2023-12-01 06:45:00,0.15872114943567933,0.1546745312300896
2023-12-01 07:00:00,0.15261771083588574,0.15467409099015164
2023-12-01 07:15:00,0.14654179832888428,0.15467365075146672
2023-12-01 07:30:00,0.14517416209266285,0.15467321051403482
2023-12-01 07:45:00,0.14958351657778288,0.15467277027785595
2023-12-01 08:00:00,0.14288864662377193,0.1546723300429301
2023-12-01 08:15:00,0.16082793436272036,0.15467188980925725
2023-12-01 08:30:00,0.14638770062815018,0.1546714495768374
2023-12-01 08:45:00,0.16866938439953397,0.15467100934567057
2023-12-01 09:00:00,0.155204458198101,0.15467056911575675
2023-12-01 09:15:00,0.15767587983763226,0.15467012888709591
2023-12-01 09:30:00,0.14368100092201538,0.15466968865968808
2023-12-01 09:45:00,0.1565018550604507,0.15466924843353322
2023-12-01 10:00:00,0.15901075372752008,0.15466880820863135
2023-12-01 10:15:00,0.16834396796496273,0.15466836798498246
2023-12-01 10:30:00,0.14313572031860936,0.15466792776258656
2023-12-01 10:45:00,0.15793986938286267,0.15466748754144363
2023-12-01 11:00:00,0.14217987677520838,0.15466704732155367
2023-12-01 11:15:00,0.1586242025952724,0.1546666071029167
2023-12-01 11:30:00,0.1674604794033128,0.15466616688553267
