Timestamp,Actual_Load_kWh,Predicted_Load_kWh
2023-12-01 00:15:00,0.07373155887289985,0.07523300186808521
2023-12-01 00:30:00,0.08816317007837121,0.07523288243306323
2023-12-01 00:45:00,0.060506883223628904,0.07523276299823085
2023-12-01 01:00:00,0.08479279417774646,0.07523264356358808
2023-12-01 01:15:00,0.0813140085972971,0.07523252412913492
2023-12-01 01:30:00,0.07616666668331973,0.07523240469487136
2023-12-01 01:45:00,0.06845861497368216,0.07523228526079741
2023-12-01 02:00:00,0.06478269265975052,0.07523216582691306
2023-12-01 02:15:00,0.07030675593057044,0.07523204639321832
2023-12-01 02:30:00,0.08591513842082932,0.07523192695971317
2023-12-01 02:45:00,0.089529798465332,0.07523180752639765
2023-12-01 03:00:00,0.08558890074172862,0.07523168809327171
2023-12-01 03:15:00,0.08111990132568567,0.0752315686603354
2023-12-01 03:30:00,0.0816016050803643,0.07523144922758868
2023-12-01 03:45:00,0.06779772111131126,0.07523132979503157
2023-12-01 04:00:00,0.07391275240759941,0.07523121036266406
2023-12-01 04:15:00,0.08921336126261019,0.07523109093048615
2023-12-01 04:30:00,0.07375218531295828,0.07523097149849785
2023-12-01 04:45:00,0.08669690280630499,0.07523085206669915
2023-12-01 05:00:00,0.0896605828348836,0.07523073263509004
2023-12-01 05:15:00,0.08154723257577474,0.07523061320367054
2023-12-01 05:30:00,0.07563437689374353,0.07523049377244065
2023-12-01 05:45:00,0.0840723484617283,0.07523037434140036
2023-12-01 06:00:00,0.06212658219097039,0.07523025491054966
2023-12-01 06:15:00,0.08951716789150096,0.07523013547988856
2023-12-01 06:30:00,0.06237400546456752,0.07523001604941706
2023-12-01 06:45:00,0.06279749138690241,0.07522989661913518
2023-12-01 07:00:00,0.07049144411234165,0.07522977718904289
2023-12-01 07:15:00,0.0855910973824042,0.0752296577591402
2023-12-01 07:30:00,0.06830840588416767,0.07522953832942711
2023-12-01 07:45:00,0.06773505181886948,0.07522941889990362
2023-12-01 08:00:00,0.06207454202907822,0.07522929947056972
2023-12-01 08:15:00,0.08143536390438944,0.07522918004142543
2023-12-01 08:30:00,0.07322072038286771,0.07522906061247073
2023-12-01 08:45:00,0.08468982880185975,0.07522894118370563
2023-12-01 09:00:00,0.07288404682878177,0.07522882175513013
2023-12-01 09:15:00,0.07539913635978614,0.07522870232674422
2023-12-01 09:30:00,0.0719361514307898,0.0752285828985479
2023-12-01 09:45:00,0.0717600139494602,0.07522846347054118
2023-12-01 10:00:00,0.0616924148882641,0.07522834404272406
2023-12-01 10:15:00,0.07982045149185243,0.07522822461509654
2023-12-01 10:30:00,0.06820880701168737,0.07522810518765861
2023-12-01 10:45:00,0.07235000838316366,0.07522798576041029
2023-12-01 11:00:00,0.06434569213870825,0.07522786633335155
2023-12-01 11:15:00,0.06871446788909347,0.0752277469064824
2023-12-01 11:30:00,0.0721743473923397,0.07522762747980286
2023-12-01 11:45:00,0.08217781628621713,0.0752275080533129
2023-12-01 12:00:00,0.06126990568802802,0.07522738862701253
2023-12-01 12:15:00,0.07516633099832264,0.07522726920090177
2023-12-01 12:30:00,0.08097702585194408,0.07522714977498059
2023-12-01 12:45:00,0.07731677569124654,0.075227030349249
2023-12-01 13:00:00,0.07619870647333146,0.07522691092370702
2023-12-01 13:15:00,0.0698915354091631,0.07522679149835462
